,tconst,tLabel,Location,Scene,geocodedLocation,latitude,longitude
833,tt0117631,Shine,"Trafalgar Square, St James's, London, England, UK",,"Trafalgar Square, St. James's, Covent Garden, City of Westminster, London, Greater London, England, WC2, United Kingdom",51.508037,-0.12804941070724718
834,tt0117631,Shine,"South Kensington, London, England, UK",,"South Kensington, Pelham Street, Hans Town, Brompton, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW7 2NN, United Kingdom",51.4940494,-0.17304389999999997
837,tt0117631,Shine,"London, England, UK",,"London, Greater London, England, United Kingdom",51.5073219,-0.1276474
841,tt0117631,Shine,"State Library of South Australia, North Terrace, Adelaide, South Australia, Australia",,"State Library of South Australia, Morgan Thomas Lane, Adelaide, Adelaide City Council, South Australia, 5000, Australia",-34.920493300000004,138.60221506564542
846,tt0117631,Shine,"Coast, South Australia, Australia",,"Copper Coast Council, South Australia, Australia",-33.9403987,137.73171829846206
848,tt0117631,Shine,"Jeffcott Street, North Adelaide, Adelaide, South Australia, Australia",,"Jeffcott Street, North Adelaide, Adelaide, Adelaide City Council, South Australia, 5006, Australia",-34.9115497,138.5930513
849,tt0117631,Shine,"North Adelaide, Adelaide, South Australia, Australia",(home of piano teacher Ben Rosen),"North Adelaide, Adelaide, Adelaide City Council, South Australia, 5006, Australia",-34.9085015,138.59535019999998
851,tt0353049,Chappelle's Show,"Washington, District of Columbia, USA","(episode ""Music Jump Off"")","Washington, District of Columbia, 20230, United States of America",38.8949924,-77.0365581
857,tt0472198,Notorious,"New York City, New York, USA",,"New York, United States of America",40.7127281,-74.0060152
860,tt1055366,Camp Rock,"Minden, Ontario, Canada",,"Minden, Haliburton County, Central Ontario, Ontario, K0M 2K0, Canada",44.9254436,-78.72493
862,tt4592410,The Get Down,"1125 Grand Concourse, Bronx, New York, USA",(Get Down Brothers hangout / HQ),"Andrew Freedman Home, 1125, Grand Concourse, The Bronx, Bronx County, New York, 10452, United States of America",40.83284525,-73.92026500867456
866,tt1667321,On Chesil Beach,"London, England, UK",,"London, Greater London, England, United Kingdom",51.5073219,-0.1276474
886,tt1356864,I'm Still Here,USA,,United States,39.7837304,-100.4458825
888,tt4103724,Forever My Girl,"Mercedes-Benz Superdome - 1500 Sugar Bowl Drive, New Orleans, Louisiana, USA",(Liam Page concert),"Mercedes-Benz Superdome, 1500, Sugar Bowl Drive, Vieux Carre Historic District, Storyville, New Orleans, Orleans Parish, Louisiana, 70112, United States of America",29.9510489,-90.08230762538903
890,tt0322589,Honey,"Lower Bay Station, Toronto, Ontario, Canada",(dancing on subway platform),"Lower Bay, Mayfair Mews, University—Rosedale, Old Toronto, Toronto, Peel, Golden Horseshoe, Ontario, M5R 2A7, Canada",43.6706718,-79.3880299
904,tt0250581,Life with Judy Garland: Me and My Shadows,"Parkwood Estate, Oshawa, Ontario, Canada",,"Parkwood Estate, 270, Simcoe Street North, Thornton's Corners, Oshawa, Durham Region, Golden Horseshoe, Ontario, L1G 4T5, Canada",43.90421615,-78.867903675
912,tt0109068,Airheads,USA,,United States,39.7837304,-100.4458825
921,tt0090888,Crossroads,"Burbank, California, USA",,"Burbank, Los Angeles County, California, United States of America",34.181648200000005,-118.3258554
924,tt13103876,Savage X Fenty Show Vol. 2,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
926,tt0108525,Wayne's World 2,"Imperial County, California, USA",,"Imperial County, California, United States of America",33.0305487,-115.3595666
935,tt0981227,Nick and Norah's Infinite Playlist,"New York City, New York, USA",,"New York, United States of America",40.7127281,-74.0060152
936,tt0981227,Nick and Norah's Infinite Playlist,"Williamsburg, Brooklyn, New York City, New York, USA",,"Williamsburg, Brooklyn, Kings County, New York, 11249, United States of America",40.714622,-73.95345
942,tt1657517,The Song of Names,"Budapest, Hungary",,"Budapest, Közép-Magyarország, 1011, Magyarország",47.4983815,19.0404707
960,tt0903657,Love & Mercy,"Westwood Boulevard, Westwood, Los Angeles, California, USA",,"Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States of America",34.0609075,-118.44547879999999
967,tt0361467,Confessions of a Teenage Drama Queen,"Toronto, Ontario, Canada",(Outside the party),"Toronto, Peel, Golden Horseshoe, Ontario, Canada",43.6534817,-79.38393470000001
968,tt1023481,Step Up 2: The Streets,"Baltimore, Maryland, USA",,"Baltimore, Maryland, United States of America",39.2908816,-76.610759
969,tt6428150,Free Dance,"Bucharest, Romania",,"Municipiul București, România",44.4361414,26.1027202
974,tt0085809,Koyaanisqatsi,"San Onofre State Beach, California, USA",,"San Onofre State Beach, San Diego Freeway, San Onofre, Marine Corps Base Camp Pendleton, San Diego County, California, United States of America",33.34913125,-117.52488821699622
979,tt0085809,Koyaanisqatsi,"Newport Beach, California, USA",,"Newport Beach, Orange County, California, United States of America",33.6170092,-117.92944009999998
981,tt0085809,Koyaanisqatsi,"Palmdale, California, USA",,"Palmdale, Los Angeles County, California, United States of America",34.5793131,-118.1171108
995,tt0063555,Sayat Nova,Armenia,,Հայաստան,40.7696272,44.6736646
1012,tt0054135,Ocean's Eleven,"9740 Wilshire Boulevard, Beverly Hills, California, USA",(opening barber shop scene),"9740, Wilshire Boulevard, Beverly Hills, Los Angeles County, California, 90212, United States of America",34.066992,-118.407923
1014,tt0054135,Ocean's Eleven,"Las Vegas, Nevada, USA",(Las Vegas Union Pacific Depot),"Las Vegas, Clark County, Nevada, United States of America",36.1672559,-115.1485163
1019,tt1800741,Step Up 4 Miami Heat,"Miami, Florida, USA",,"Miami, Miami-Dade County, Florida, United States of America",25.7742658,-80.1936589
1020,tt8858104,Guava Island,"Havana, Cuba",,"La Habana, La Habana Vieja, Cuba",23.135305,-82.3589631
1042,tt1031969,The Rocker,"Cleveland, Ohio, USA",,"Cleveland, Cuyahoga County, Ohio, United States of America",41.5051613,-81.6934446
1043,tt1031969,The Rocker,"Cinespace Film Studios, Toronto, Ontario, Canada",,"Cinespace Film Studios, 777, Kipling Avenue, Etobicoke—Lakeshore, Etobicoke, Toronto, Peel, Golden Horseshoe, Ontario, M8Z 5G5, Canada",43.6300098,-79.52817339890174
1050,tt0430308,Get Rich or Die Tryin',"Toronto, Ontario, Canada",,"Toronto, Peel, Golden Horseshoe, Ontario, Canada",43.6534817,-79.38393470000001
1051,tt0430308,Get Rich or Die Tryin',"New York City, New York, USA",,"New York, United States of America",40.7127281,-74.0060152
1052,tt0430308,Get Rich or Die Tryin',Canada,,Canada,61.0666922,-107.9917071
1061,tt0821642,The Soloist,"Pershing Square, Downtown, Los Angeles, California, USA",,"Pershing Square, South Hill Street, Financial District, Downtown, Los Angeles, Los Angeles County, California, 90071, United States of America",34.049632200000005,-118.2510126
1062,tt0821642,The Soloist,USA,,United States,39.7837304,-100.4458825
1064,tt0087957,Purple Rain,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
1066,tt0087957,Purple Rain,"752 South Main Street, Los Angeles, California, USA",(Apollonia's hotel),"Huntington Apartments, 752, South Main Street, Financial District, Downtown, Los Angeles, Los Angeles County, California, 90014, United States of America",34.04271129999999,-118.2527418626027
1068,tt0338852,The Cheetah Girls,"Toronto, Ontario, Canada",,"Toronto, Peel, Golden Horseshoe, Ontario, Canada",43.6534817,-79.38393470000001
1069,tt7158430,Hearts Beat Loud,"Red Hook, Brooklyn, New York City, New York, USA",,"Red Hook, Brooklyn, Kings County, New York, 11231, United States of America",40.6751032,-74.00958409999998
1072,tt0118747,Blues Brothers 2000,"Markham Fairgrounds, Markham, Ontario, Canada",(Kentucky Fairground),"Markham Fairgrounds, McCowan Road, Markham, York Region, Golden Horseshoe, Ontario, L6E 1N7, Canada",43.92521935,-79.29205875454994
1074,tt0118747,Blues Brothers 2000,"Toronto, Ontario, Canada",,"Toronto, Peel, Golden Horseshoe, Ontario, Canada",43.6534817,-79.38393470000001
1080,tt1193631,Step Up 3D,"290 S Garey St, Los Angeles, California, USA",,"290, South Garey Street, Arts District, Downtown, Los Angeles, Los Angeles County, California, 90013, United States of America",34.046588899999996,-118.23507959999999
1081,tt1193631,Step Up 3D,"810 S Figueroa St, Los Angeles, California, USA",,"Figueroa Street, Harbor Gateway, Los Angeles, Los Angeles County, California, 90061, United States of America",33.915643700000004,-118.28273659999999
1090,tt0058182,A Hard Day's Night,"Paddington Station, Paddington, London, England, UK",(train journey),"Paddington Station, Praed Street, Paddington, City of Westminster, London, Greater London, England, W2 1BA, United Kingdom",51.515543900000004,-0.1755506
1099,tt0058182,A Hard Day's Night,"Notting Hill, London, England, UK",,"Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W11 2PA, United Kingdom",51.5109995,-0.20552670000000003
1102,tt11932678,Southern Gospel,Georgia,,"Georgia, United States of America",32.329380900000004,-83.1137366
1106,tt0106339,Backbeat,"Hochschule für Bildende Künste Hamburg, Hamburg, Germany",,"Hochschule für bildende Künste, Uferstraße, Uhlenhorst, Hamburg-Nord, Hamburg, 22081, Deutschland",53.5672702,10.031578382540387
1134,tt2974918,Alvin and the Chipmunks: The Road Chip,"Austin, Texas, USA",,"Austin, Travis County, Texas, United States of America",30.2711286,-97.7436995
1140,tt0770802,Samsara,"Giza, Egypt",,"الجيزة, محافظة الجيزة‎, 12524, Egypt / مصر",29.987075300000004,31.211806300000003
1141,tt0770802,Samsara,"Tokyo, Japan",,"東京都, 日本 (Japan)",35.682838700000005,139.7594549
1142,tt0770802,Samsara,Jordan,,الأردن,31.1667049,36.941628
1149,tt0770802,Samsara,"Mont Saint-Michel, Manche, France",,"Le Mont-Saint-Michel, Avranches, Manche, Normandie, France métropolitaine, 50170, France",48.6358559,-1.5126096000000002
1150,tt0770802,Samsara,"Panmunjom, North Korea",,"판문점, 진서면, 경기도, 대한민국",37.9559717,126.67731370000001
1156,tt0770802,Samsara,"Mont Blanc, Haute-Savoie, France",,"Le Mont-Blanc, Chamonix-Mont-Blanc, Bonneville, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74400, France",45.89440550000001,6.842630900657754
1161,tt0770802,Samsara,"Chiba, Japan",,"千葉市, 千葉県, 日本 (Japan)",35.609984999999995,140.118126
1165,tt0770802,Samsara,"Bishop, California, USA",,"Bishop, Inyo County, California, United States of America",37.363679,-118.3952405
1168,tt0770802,Samsara,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
1171,tt1551948,Dance Academy,"Sydney, New South Wales, Australia",,"Sydney, New South Wales, Australia",-33.8548157,151.2164539
1175,tt0420416,Instant Star,"Toronto, Ontario, Canada",,"Toronto, Peel, Golden Horseshoe, Ontario, Canada",43.6534817,-79.38393470000001
1176,tt4270458,Roadies,"Vancouver, British Columbia, Canada",(Pilot),"Vancouver, Metro Vancouver Regional District, British Columbia, Canada",49.2608724,-123.11395290000002
1179,tt0098987,The Adventures of Ford Fairlane,"Sheats Apartments, 10919 Strathmore Dr., Westwood, Los Angeles, California, USA",,"Sheats Apartments, 10919, Strathmore Drive, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States of America",34.0679912,-118.44966457911123
1182,tt6423362,The Sun Is Also a Star,"New York City, New York, USA",,"New York, United States of America",40.7127281,-74.0060152
1193,tt0361696,Raise Your Voice,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
1195,tt0358135,Shall We Dance,"Winnipeg, Manitoba, Canada",,"Winnipeg, Winnipeg (city), Manitoba, Canada",49.8955367,-97.1384584
1198,tt0352277,De-Lovely,"London, England, UK",,"London, Greater London, England, United Kingdom",51.5073219,-0.1276474
1199,tt0352277,De-Lovely,"Luton, Bedfordshire, England, UK",,"Luton Hoo, Hyde, Central Bedfordshire, East of England, England, LU1 3TQ, United Kingdom",51.8546669,-0.3977520812971356
1206,tt1839596,Rockstar,"Hindu College, Delhi, India",(Jordan's College),"Hindu College, Sudhir Bose Marg, Delhi University (North Campus), Civil Lines Tehsil, Central Delhi, Delhi, 110007, India",28.683998699999997,77.21206090000001
1211,tt3623726,Ricki and the Flash,"600 Tuckahoe Rd, Yonkers, New York, USA",(Barney McNabs Bar),"600, Tuckahoe Road, Mohegan Heights, Yonkers, Westchester County, New York, 10710, United States of America",40.953595321846905,-73.84663221941851
1212,tt3623726,Ricki and the Flash,"945 N. Broadway, Yonkers, New York, USA",(Untermyer Gardens Conservancy),"945, North Broadway, Greystone, Yonkers, Westchester County, New York, 10701, United States of America",40.965505,-73.88551600000001
1213,tt0414766,Rebelde,"Calgary, Alberta, Canada",,"Calgary, Strathmore (town), Alberta, Canada",51.0534234,-114.0625892
1217,tt6483364,Teen Spirit,Canada,,Canada,61.0666922,-107.9917071
1219,tt0434124,Kinky Boots,"Northampton, Northamptonshire, England, UK",,"Northampton, Northamptonshire, East Midlands, England, United Kingdom",52.2381355,-0.8963906999999999
1220,tt0434124,Kinky Boots,"Earl's Barton, Northamptonshire, England, UK",,"Earls Barton, Northamptonshire, East Midlands, England, NN6 0NB, United Kingdom",52.2641644,-0.7523224000000001
1222,tt0434124,Kinky Boots,"London, England, UK",,"London, Greater London, England, United Kingdom",51.5073219,-0.1276474
1224,tt0421082,Control,"Manchester, Greater Manchester, England, UK",(location),"Manchester, Greater Manchester, North West England, England, United Kingdom",53.479489199999996,-2.2451147999999996
1225,tt0421082,Control,UK,,United Kingdom,54.702354500000006,-3.2765752999999997
1226,tt0092580,Aria,"Las Vegas, Nevada, USA",(Liebestod section),"Las Vegas, Clark County, Nevada, United States of America",36.1672559,-115.1485163
1228,tt0092580,Aria,"North London, London, England, UK",(La Virgine Degli Angeli),"North, Topping Lane, London Borough of Hillingdon, London, Greater London, England, UB8 2TR, United Kingdom",51.5336005,-0.4798371972842037
1230,tt0092580,Aria,"Windsor, Berkshire, England, UK",(Die Tote Stadt),"Windsor, Windsor and Maidenhead, South East, England, SL4 1SY, United Kingdom",51.4814958,-0.6133183000000001
1231,tt0092580,Aria,"Battersea, London, England, UK",(Nessun Dorma),"Battersea, London Borough of Wandsworth, London, Greater London, England, SW11 3HW, United Kingdom",51.4707933,-0.172214
1232,tt0092580,Aria,"Scotland, UK",(Depuis Le Jour),"Scotland, United Kingdom",56.78611120000001,-4.1140517999999995
1234,tt0047422,River of No Return,"Banff National Park, Alberta, Canada",,"Banff National Park, Improvement District No. 9, Alberta, Canada",51.4881335,-115.93804975198331
